annual_salary,other_income,investments,deductions,age,tax_paid
2150367,289754,142552,8678,43,503533.99
2110705,465715,150000,6294,29,544479.31
1801596,261878,150000,9574,50,383416.8
3991481,204446,66775,35183,39,1066718.33
4350276,327370,137638,48747,58,1190673.43
2582357,307311,85311,66606,23,643578.31
3687124,208851,53149,18638,23,982546.66
2445131,159011,134078,57194,54,542215.44
4446049,454581,72561,47553,22,1280920.99
291865,67381,150000,26082,47,0.0
4244588,308854,90710,16306,43,1176684.91
1272200,278910,92199,7807,62,242144.45
2320473,102416,150000,88760,52,470848.25
2700856,12780,27326,51342,55,611510.02
3106158,48458,117272,32143,60,727022.71
4268472,318365,31139,58414,38,1192552.61
1422869,263653,150000,90302,47,240620.64
2483869,351637,150000,24715,31,619566.79
3325354,427562,73638,62054,59,917973.89
4282494,476015,72652,72934,39,1228631.98
1629551,378994,12937,12202,45,408222.67
2481020,177946,30161,27987,27,600855.22
2956944,419364,135455,35740,51,789395.26
4982883,31533,85856,76848,22,1303134.14
2487623,370288,70043,85890,58,632417.14
1114032,384546,145807,53871,25,194656.8
4182588,340611,59919,13627,34,1177691.74
1767438,263503,82055,99649,38,366361.94
1117559,119119,150000,94294,56,105015.87
835605,221140,85455,51069,24,90005.97
4783897,453529,150000,40409,44,1364069.3
1015131,282488,38135,94022,33,153024.14
267661,380643,150000,80635,41,6118.79
2278007,331922,84677,61486,53,558094.99
1507506,282745,29696,1611,40,338190.53
2171206,245840,134845,31657,25,491569.73
3101614,412332,24956,18462,44,872204.74
3166422,188057,15819,76309,55,807253.51
3908654,363157,1528,89299,50,1093867.01
318033,248182,127781,38547,48,5194.12
830265,292926,86491,29063,27,108188.5
2910309,111095,44588,82273,62,692497.42
3118258,443035,99152,79397,55,844816.13
1415502,477632,127872,52788,50,323691.89
4826038,462251,150000,42523,54,1379278.99
1621796,359267,10119,30284,59,394885.92
2962779,306602,75893,87964,29,758323.49
2519049,484772,16167,63996,32,701581.3
3920464,386369,150000,66247,49,1065662.83
2392614,139152,110782,13706,30,540470.74
970173,481959,130775,93614,47,172455.82
2869355,165029,34889,10924,39,721834.15
3612504,407124,45678,15921,33,1024305.05
667010,358332,60262,25432,62,94046.78
1855016,226952,135753,17813,57,391061.42
1897900,121292,80291,65250,52,373979.11
4780497,90570,66008,68956,35,1267064.14
4421038,484540,144762,2068,41,1274129.38
1123875,471503,25912,39927,23,266616.17
2323221,123791,6473,70342,28,528901.46
4080993,440698,150000,30539,26,1143839.42
4931502,492545,149741,11683,49,1431338.38
2768103,387435,99500,85151,39,716316.74
281264,360519,150000,35674,37,8117.67
223275,38314,38785,52703,30,0.0
2893714,232061,100956,58810,53,714794.81
2660072,205993,150000,86111,33,609945.65
772735,476984,150000,85343,47,109590.21
2200609,371024,150000,85977,62,518124.67
1112826,362470,119006,87114,32,185382.91
2897143,146903,10832,11117,22,732294.26
1062522,383170,136457,3665,30,196737.84
1003692,413341,145780,44390,41,172181.26
1361157,324595,150000,74884,43,245190.82
1514532,45708,150000,63887,21,209462.14
621240,279826,82747,48266,53,58771.02
4059744,364550,80107,55541,46,1127457.55
1144789,476040,150000,64802,35,228080.42
3307092,166866,65428,94319,42,823433.83
2413573,321516,86843,7882,45,613193.57
725893,39477,11002,70825,21,40776.94
2455363,447079,150000,13910,46,643821.98
4581514,483157,150000,40566,41,1310120.76
4348887,169809,67501,63073,61,1158494.06
1407094,133692,32556,97519,44,229541.83
2421192,494166,67963,36176,59,666500.33
868406,234241,6563,83081,36,109304.62
3868866,253105,5840,30289,52,1064182.7
4812338,166129,15154,50411,36,1322225.42
3053406,433354,24194,69626,33,847997.28
1233255,210462,150000,15362,62,188246.76
3252766,53024,150000,87610,52,746672.16
740677,402893,150000,96371,61,85217.39
3294235,175183,23528,13783,64,860217.38
1371459,155146,150000,44162,44,205122.22
3059653,17824,4352,35749,33,737061.31
2166197,393981,184,3554,31,587009.28
587952,438655,141456,58568,35,70529.26
2409373,359295,14319,18773,30,642899.71
4347703,48926,120497,73694,62,1100560.66
1230117,167932,150000,66550,61,158027.69
3096818,275119,56333,46295,23,809424.41
2557821,337021,41205,30331,36,670271.47
725134,224749,10426,45640,64,84513.94
444761,340014,7504,64877,37,46777.95
3130098,245453,150000,46969,45,781117.58
3171820,81371,150000,42986,50,744183.96
264323,157620,116775,7585,55,0.0
1437715,363114,33368,4122,57,339561.77
1154480,483791,103841,16838,33,262888.7
2532811,98066,150000,17301,44,558035.71
1054016,169808,116744,23107,58,127599.58
1064909,61562,8724,57357,46,120241.68
1250493,302553,136156,88161,29,203963.45
482762,477317,150000,55211,39,55612.54
1805118,271978,82297,66025,48,391177.49
3083427,102192,125099,66520,27,723528.0
1616012,840,78872,17344,42,263838.43
771650,210481,150000,57202,50,59785.23
4676576,31568,70333,14959,57,1231729.82
585925,272990,150000,38751,36,37994.11
3063793,136971,2596,1869,56,786645.29
3957974,86038,17167,44264,25,1031965.27
603081,197173,87844,30268,49,40485.54
2599105,431989,89751,84564,43,680715.05
578892,129789,129817,39606,26,12441.42
4399591,369604,80520,13550,56,1248039.0
3354240,74723,58326,5702,53,839259.72
856702,465978,77670,78563,61,153331.46
3454600,238755,141854,61745,36,878203.87
2185296,366338,150000,98279,54,508046.76
2390222,373561,24022,24459,63,636574.22
3949783,397527,84458,56782,46,1101693.84
2919269,240822,145690,87822,57,702492.65
2524797,56888,148317,6032,33,546728.83
986667,303760,83796,1825,37,165299.47
1553649,183206,141099,77090,52,263223.79
1912503,484441,145058,48101,52,476980.92
3185418,268227,110704,60109,48,813643.58
3809736,143670,134598,12470,49,976977.46
1584418,344620,44361,3770,45,376242.98
586594,92416,150000,27268,42,10490.58
3069760,264724,38286,29,47,817804.73
4006503,122834,29533,30083,64,1059152.95
4037247,112148,149388,8958,58,1034607.29
1292501,188467,139771,8806,40,205105.99
337023,304465,127441,32162,44,9458.02
1335964,271530,97079,74732,28,237333.1
4926599,315315,100960,34889,34,1382492.28
1683624,150594,58465,27702,59,334791.91
2355748,196604,147745,35777,34,528474.96
2156109,484976,23395,52971,25,589592.33
3245179,407851,104162,7739,41,894232.25
4125282,393887,130704,24599,35,1150926.19
1073172,33545,150000,36827,56,89937.12
3885540,185151,75937,76821,53,1011795.1
722244,288999,129647,96683,37,61861.9
4263309,35790,120650,95263,40,1063354.03
1262636,51012,130744,68446,21,137110.9
1986921,117827,150000,80210,36,374255.86
1029735,260123,91512,83890,38,137110.27
3536007,14260,139830,96212,30,823438.2
4030375,196211,67009,91650,43,1058593.22
4729788,263218,144353,23039,38,1294991.57
2762469,435892,32548,44929,29,763115.81
3286176,140547,18371,97367,50,822427.32
3495374,209486,105977,43884,33,898559.69
3881262,146192,150000,25146,51,991320.1
4833078,416363,150000,45819,63,1366130.06
2809089,264130,14281,83162,33,717842.11
2708749,240201,150000,82632,52,636891.22
1114228,163502,150000,31308,37,131483.66
1153959,238569,136126,13054,23,177324.58
2389415,55479,100020,79606,21,496163.62
1827781,476182,107508,52018,25,458464.34
3569538,392977,66846,26250,52,996658.73
3442374,264320,94682,14413,45,911850.89
545266,84258,150000,77391,25,5310.92
4156679,239423,29312,38921,57,1139695.13
1738601,377332,114186,71123,43,391754.69
2777855,84153,4257,74363,32,657817.06
3271475,192990,146918,25785,54,816429.74
4737358,259642,150000,56865,43,1283922.12
4203484,420331,26558,97400,36,1193355.38
1307955,233984,43188,96847,25,226794.05
4002010,77442,144084,6861,64,1015094.18
2132728,302146,33236,76340,48,514892.98
2099492,57124,45076,13979,26,443839.03
2561632,399826,48402,66833,33,677421.58
1614397,311896,94467,357,63,360818.33
3377993,259488,150000,47201,50,862767.36
3331209,78947,80337,54254,46,811376.28
1423520,381116,115827,82160,37,290674.49
4257893,336860,74264,10796,29,1196424.22
3417635,441209,17335,23238,36,980700.55
2500119,272217,43773,94176,38,611328.74
2099443,299395,150000,50978,33,475132.32
3648503,96496,28570,40883,49,936170.35
1639758,202509,87995,97393,63,306346.25
2005468,301041,40658,85478,44,469676.38
3627975,444122,150000,69396,64,991442.71
326108,313760,120640,4447,33,11168.61
3360110,262037,72613,20523,45,890451.43
3430019,266626,58194,64079,61,904604.06
1907692,370134,150000,64823,21,433056.94
2280154,222036,111872,49289,29,519801.05
2444702,466152,150000,4849,24,649273.56
3577778,170646,150000,24718,48,904396.27
2730034,305428,150000,87862,32,662251.2
4732131,335076,150000,73002,44,1300791.96
2892755,269482,108558,60977,29,723123.02
588349,173790,68582,88325,55,24488.26
1262729,143572,150000,27135,58,172899.79
3324071,142617,150000,30262,55,814764.91
3586501,61480,143775,89971,53,854641.32
2179079,136313,49456,34787,55,485518.49
4788334,220386,55491,15689,40,1329912.48
3722905,416037,8043,39860,22,1065804.17
276077,4695,103212,50344,64,0.0
4527819,208138,68340,67891,46,1224514.51
1455564,14318,141248,51658,62,187816.51
2108327,313078,135008,97464,33,472347.1
325885,415547,31174,65869,50,32632.91
741656,383426,82632,35330,52,108080.96
870688,183744,88768,80312,56,82753.22
2485166,91891,125775,60064,39,535460.02
4624507,470076,108177,27014,42,1336730.3
2251531,224757,25909,34563,21,543134.59
2992427,68754,44158,15270,31,725946.94
3120803,347821,139438,31279,46,818346.98
3557679,364464,150000,98557,39,935558.83
4590020,396053,124296,3657,39,1305133.44
2881719,387405,59331,89422,32,762955.75
1090695,367482,150000,68773,23,176094.05
4394430,40077,150000,1027,38,1125845.76
1038761,342059,150000,14199,25,168985.75
700315,135311,148530,44954,44,32165.54
2614472,241504,87367,79317,34,628459.1
1499445,479564,65382,15120,58,381734.18
698716,291813,74319,56812,23,77354.78
3341069,310768,11170,89825,26,897262.7
3521127,337291,119952,5983,32,953934.7
2759272,135222,80145,66629,31,646688.64
2476106,142181,105626,70325,59,551408.83
2202324,230822,150000,2912,46,500833.01
4527021,157088,16208,47879,21,1230846.86
3524323,143008,150000,21873,36,879982.9
4151416,142108,140111,14332,29,1080793.27
694592,432452,14990,16564,25,131192.88
3445886,145093,137513,77795,28,842609.35
4054261,299087,129327,20526,41,1100890.44
3778226,113694,79314,65481,53,958503.0
2229454,234456,150000,52775,59,494874.12
2627540,212079,26862,86649,63,639945.7
1915630,244269,150000,16006,40,411494.62
518408,443232,93949,21643,42,74577.98
668276,416460,150000,89949,33,74315.7
2354697,456243,130223,63128,59,606087.77
711411,245385,3956,42523,31,87945.94
3122808,123351,88789,95658,38,744654.14
3317172,301129,89451,70220,50,868492.56
1084377,497192,117782,73390,53,223203.86
4435042,394718,2365,52784,64,1279078.63
2098739,315980,72204,87893,23,492842.06
1429336,361858,136072,59701,21,287171.35
1217433,3770,57072,17946,56,147009.72
4861029,305009,52499,13127,26,1380728.54
2961089,53811,69211,29404,57,699280.92
3878086,266145,143979,88424,49,1009890.34
1781530,60848,148408,17401,31,312489.53
2287258,52635,85220,15428,33,488044.44
4692816,20946,93847,64372,31,1210729.42
2949178,459350,150000,11971,58,802325.78
1196530,95852,109459,88018,45,131010.36
971253,353247,77755,85504,35,151707.19
2801623,485260,68783,16565,33,788278.92
1578246,305888,150000,6829,62,328319.16
4308997,117729,127851,76023,53,1106929.82
3103540,170231,6472,35435,33,797741.57
3564695,489028,150000,98161,58,976735.34
4178400,285815,103152,81823,44,1124522.88
4777456,147522,150000,38941,40,1267043.54
2391422,408124,150000,42459,64,602811.14
1245482,450491,150000,47976,37,256775.06
1495302,437574,139334,79199,44,324275.02
4202640,442263,142138,9176,46,1191399.77
770451,428734,146626,51516,60,106816.94
219816,319957,7008,15072,52,11320.04
1167344,96748,87851,71052,49,134218.97
3055059,239292,80799,97368,34,761649.41
2612149,400022,16238,19689,57,717988.13
3552252,104733,17153,18599,42,919224.7
3932839,434107,59353,82045,54,1107770.98
1238896,126865,52092,35388,47,188223.67
3497606,345695,150000,50603,48,925921.78
3078604,391479,49104,74736,42,833427.82
3780893,301364,150000,25789,63,1008218.02
4527858,279302,150000,77432,23,1218275.14
4156602,343136,150000,87467,42,1119228.55
4296951,420804,28887,88623,41,1224676.44
464223,62576,150000,89289,36,0.0
3519260,350171,4355,52282,29,978991.73
2894287,155260,33701,33464,33,719903.18
1866471,223687,150000,67806,30,373573.82
4821056,320974,71442,91627,41,1342835.83
788365,135091,150000,41994,62,50744.1
903662,12419,12279,81596,60,69618.85
1505585,33697,150000,91123,27,194425.61
4292097,347076,120738,95265,42,1169429.04
2859440,381856,139333,25594,38,749227.13
1799601,497784,135546,52563,41,447494.11
4143645,95428,91414,80352,34,1058399.78
4695013,139045,28390,86840,30,1261674.34
4251774,239073,150000,28386,53,1134887.83
1434816,86649,82174,66652,29,217663.37
1825351,384793,150000,94835,38,402576.41
2164956,273280,4787,98123,33,518021.71
3648678,346883,150000,17540,37,983742.55
1327199,324646,43724,33756,43,280601.88
3711049,162357,10663,43426,45,981026.9
4263186,285183,147192,5587,36,1160824.08
2480827,328864,150000,83748,44,593094.22
1985910,123168,133107,81339,51,380525.18
3295900,88263,100271,89792,31,785959.2
4243064,59155,150000,49039,43,1069592.16
2802967,16911,67388,10269,61,644972.95
3638550,916,52335,6088,59,906685.42
276218,321196,43315,42044,42,11026.86
970044,462326,150000,27081,53,181050.17
2746741,232695,104922,61388,61,667095.31
4872750,279934,46627,10543,62,1379200.37
4856356,476377,139375,3005,38,1408790.14
3680130,398422,49334,37203,34,1034908.68
3385714,121937,150000,16220,48,831926.47
1928096,85053,150000,32696,31,360501.34
547739,312094,65700,79683,44,47205.6
672327,378355,39726,46381,56,99231.6
2894946,318505,150000,47984,39,730225.7
4429215,323595,30694,76,33,1262676.48
2122135,299840,150000,18946,53,492345.05
1178039,474857,150000,83492,39,232254.05
1099885,494408,150000,23471,52,232696.46
808746,461442,63545,61531,35,146674.94
3202819,102395,147997,38738,31,762365.45
4711219,386265,6033,40720,43,1365228.07
699876,308872,62461,94673,25,75735.71
2162165,317545,2665,24440,42,554612.76
811213,197298,27025,11862,62,100281.79
968734,25103,150000,68273,38,59917.31
4441361,427479,150000,21788,27,1254880.22
2039433,257777,77661,25522,53,473936.42
3872214,469837,120473,70185,23,1084634.62
2226580,312188,20998,69404,48,553290.19
4539235,57730,61248,52289,21,1188229.54
1692252,25825,104493,7824,57,290397.12
3726737,207328,23057,7799,42,1007201.21
601921,497393,79244,85406,64,93010.11
2208960,37271,97031,45147,39,445864.54
4655214,77256,112713,82922,34,1204892.52
287955,439948,105887,8614,23,26187.62
4016446,66433,67173,25147,39,1034454.41
3576513,213702,38734,76637,53,935951.33
2137878,101999,62072,20914,41,462349.99
4602294,232062,150000,63699,21,1231044.98
2285259,23572,150000,9615,46,459955.39
2675539,38546,94194,50785,30,590961.07
4933188,408366,150000,88589,55,1381525.08
1905215,316309,150000,57811,33,417678.46
2689569,325834,139741,79017,26,661953.24
3466402,446880,113272,46898,63,960370.94
2183851,475551,67902,55505,26,580630.44
4308880,206271,122247,76031,55,1136264.38
4937655,36948,149982,91818,36,1266034.54
4461946,430246,56959,146,61,1297947.14
290093,289151,96623,40275,28,7401.99
1756182,100819,131438,15977,23,322790.83
4611519,353351,48415,41565,25,1310365.68
2203679,484137,124716,33945,41,578496.36
1932465,338916,121209,2594,51,459444.34
4430258,22024,9907,76610,34,1151518.68
3373584,243480,95825,57655,57,870038.21
4921165,432600,32780,27431,39,1440988.85
2856807,82912,150000,82684,57,633994.92
3059244,255233,35085,88197,40,785052.84
1086040,233746,150000,27571,22,145771.08
522918,411373,20426,65971,27,74961.95
3138613,261139,150000,61797,53,784041.96
2445909,347625,7485,43937,62,644938.94
4262442,495336,49527,59643,26,1239765.7
316739,350697,150000,82054,27,7039.86
1486585,132828,124604,94026,64,226444.3
980316,231749,91005,86538,38,113780.58
3734550,461328,150000,60051,63,1032978.02
3689866,484219,58528,67902,49,1052268.36
1566853,102488,120631,77903,39,248291.78
1214929,96741,27799,76990,45,165946.87
1766847,189123,150000,75204,24,329398.99
2620564,231773,147159,68951,33,611902.82
2782569,457811,138518,97309,52,726820.54
1680035,340354,150000,75768,47,349321.75
388456,174166,94817,29039,54,7215.83
2853093,218961,58260,25568,48,721726.51
3503457,488601,145949,37459,29,977698.8
4285412,397751,150000,7669,28,1201354.13
4622808,449251,12943,89749,41,1339842.5
4967348,47367,141378,83816,50,1283730.55
916756,238544,150000,84985,49,90025.52
251226,410334,121401,35516,29,10641.44
3951198,453028,150000,62484,33,1097223.5
3821509,59884,150000,88612,38,925947.67
3338145,459384,27371,68197,58,944411.83
4097611,144352,98746,23333,42,1074803.81
1426476,407962,101248,88295,51,302607.24
4384056,364716,135008,55611,55,1211543.74
772212,53251,150000,47941,62,29124.58
4618441,84821,25727,38875,62,1236661.92
1700844,83583,114000,12698,30,306611.45
1129168,244697,63969,96500,29,167979.55
3643609,10207,150000,61826,51,863300.88
563476,202199,68531,31408,64,37073.09
1600283,27757,39097,88421,60,257562.86
891757,409442,150000,78845,44,123974.45
590719,488484,50859,15133,61,109347.89
1727937,454623,150000,73746,28,400549.97
1349947,420422,150000,36126,40,283683.82
3537920,151328,150000,33043,37,883335.96
3496050,295966,150000,4078,48,924436.66
2318324,262070,150000,53906,26,530864.26
2878932,41340,56790,11137,62,679331.64
1076031,242955,65696,29350,53,171269.28
1470896,445450,15648,4698,48,380952.0
3763706,305495,61779,33132,21,1029378.48
1259622,368455,106371,10165,61,261000.79
